genres,tags,app_name,item_id,combinacion
"[Action, Adventure]","Adventure, Action",Call of Duty®: Infinite Warfare - UK Special Forces VO Pack,593270,"[Action, Adventure] Adventure, Action Call of Duty®: Infinite Warfare - UK Special Forces VO Pack"
[Simulation],Simulation,OMSI 2 Add-on Rheinhausen,434065,[Simulation] Simulation OMSI 2 Add-on Rheinhausen
"[Action, Adventure, VR]","Action, Adventure, VR",Jack Spriggan,620660,"[Action, Adventure, VR] Action, Adventure, VR Jack Spriggan"
[Simulation],Simulation,X-Plane 11 - Add-on: Aerosoft - Airport Rio de Janeiro Intl V2.0,614000,[Simulation] Simulation X-Plane 11 - Add-on: Aerosoft - Airport Rio de Janeiro Intl V2.0
"[Casual, Simulation]","Simulation, Casual",Construction Simulator 2015: St. John’s Hospital Fuchsberg,404281,"[Casual, Simulation] Simulation, Casual Construction Simulator 2015: St. John’s Hospital Fuchsberg"
"[Action, Casual, Indie]","Action, Indie, Casual",Black Friday: The Game,712700,"[Action, Casual, Indie] Action, Indie, Casual Black Friday: The Game"
"[Action, Casual, Indie]","Action, Indie, Casual, Puzzle, Match 3",Blockara,652090,"[Action, Casual, Indie] Action, Indie, Casual, Puzzle, Match 3 Blockara"
"[Action, Indie]","Action, Indie, Destruction, Score Attack, Bullet Hell, Twin Stick Shooter, Survival, ""Shoot Em Up"", Arcade, Shooter, Sci-fi, Replay Value, Top-Down, Tanks, Flight, Difficult",Furious Angels,551450,"[Action, Indie] Action, Indie, Destruction, Score Attack, Bullet Hell, Twin Stick Shooter, Survival, ""Shoot Em Up"", Arcade, Shooter, Sci-fi, Replay Value, Top-Down, Tanks, Flight, Difficult Furious Angels"
"[Indie, RPG, Strategy]","RPG, Indie, Strategy, Utilities, Fantasy, Story Rich, Sandbox, Online Co-Op, Software, Party-Based RPG",Fantasy Grounds - Ruleset: Barbarians of Lemuria,530280,"[Indie, RPG, Strategy] RPG, Indie, Strategy, Utilities, Fantasy, Story Rich, Sandbox, Online Co-Op, Software, Party-Based RPG Fantasy Grounds - Ruleset: Barbarians of Lemuria"
"[Indie, Strategy]","Strategy, Indie",Wars Across the World: Missouri 1861,551918,"[Indie, Strategy] Strategy, Indie Wars Across the World: Missouri 1861"
[Action],"Action, Indie, Martial Arts, Parkour, ""Beat em up"", Singleplayer, Fighting, Adventure, Difficult, Open World, Atmospheric, RPG, Swordplay, 6DOF, Sandbox",Lugaru HD,25010,"[Action] Action, Indie, Martial Arts, Parkour, ""Beat em up"", Singleplayer, Fighting, Adventure, Difficult, Open World, Atmospheric, RPG, Swordplay, 6DOF, Sandbox Lugaru HD"
"[Action, Adventure, Free to Play, Indie, RPG]","RPG, Indie, Action, Adventure, Free to Play",Below Kryll Demo,402050,"[Action, Adventure, Free to Play, Indie, RPG] RPG, Indie, Action, Adventure, Free to Play Below Kryll Demo"
"[Action, Adventure, Indie]","Action, Adventure, Indie, Horror",Apartment 666,375680,"[Action, Adventure, Indie] Action, Adventure, Indie, Horror Apartment 666"
"[Racing, Simulation, Sports]","Sports, Simulation, Racing, Multiplayer, Singleplayer",FIM Speedway Grand Prix 15,348820,"[Racing, Simulation, Sports] Sports, Simulation, Racing, Multiplayer, Singleplayer FIM Speedway Grand Prix 15"
"[Action, Massively Multiplayer, RPG, Early Access]","Early Access, Massively Multiplayer, Action, RPG, Survival, MOBA, Competitive, Multiplayer, Tactical, Action RPG, Replay Value, PvP, Fantasy, Strategy",Prime Arena,647530,"[Action, Massively Multiplayer, RPG, Early Access] Early Access, Massively Multiplayer, Action, RPG, Survival, MOBA, Competitive, Multiplayer, Tactical, Action RPG, Replay Value, PvP, Fantasy, Strategy Prime Arena"
[Action],Action,Call of Duty®: Advanced Warfare - Reckoning,318794,[Action] Action Call of Duty®: Advanced Warfare - Reckoning
"[Action, Adventure, Indie, Simulation, Strategy, Early Access]","Early Access, Strategy, Simulation, Indie, Action, Adventure, City Builder, Great Soundtrack, Story Rich",Hexters,377320,"[Action, Adventure, Indie, Simulation, Strategy, Early Access] Early Access, Strategy, Simulation, Indie, Action, Adventure, City Builder, Great Soundtrack, Story Rich Hexters"
[Strategy],"Strategy, Trading, Pirates, Economy, Historical, Naval",Port Royale 2,12470,"[Strategy] Strategy, Trading, Pirates, Economy, Historical, Naval Port Royale 2"
"[Indie, RPG, Strategy]","RPG, Indie, Strategy, Online Co-Op, Lovecraftian, Software, Party-Based RPG, Turn-Based, Utilities, Story Rich, Horror, Adventure",Fantasy Grounds - Call of Cthulhu: Canis Mysterium,415540,"[Indie, RPG, Strategy] RPG, Indie, Strategy, Online Co-Op, Lovecraftian, Software, Party-Based RPG, Turn-Based, Utilities, Story Rich, Horror, Adventure Fantasy Grounds - Call of Cthulhu: Canis Mysterium"
"[Indie, Simulation]","Simulation, Indie, Driving, Multiplayer, Singleplayer, Open World, Free to Play",Euro Truck Simulator 2 - High Power Cargo Pack,304214,"[Indie, Simulation] Simulation, Indie, Driving, Multiplayer, Singleplayer, Open World, Free to Play Euro Truck Simulator 2 - High Power Cargo Pack"
"[Casual, Indie, Simulation, Strategy]","Strategy, Indie, Casual, Simulation",Weather Lord: Royal Holidays Collector's Edition,572570,"[Casual, Indie, Simulation, Strategy] Strategy, Indie, Casual, Simulation Weather Lord: Royal Holidays Collector's Edition"
[Casual],Casual,Animalia The Quiz Game - Soundtrack,720170,[Casual] Casual Animalia The Quiz Game - Soundtrack
[Racing],Racing,Moto Racer 4 - Space Dasher,465291,[Racing] Racing Moto Racer 4 - Space Dasher
"[Action, Indie]","Action, Indie",Vertical Drop Heroes - Halloween Theme,329370,"[Action, Indie] Action, Indie Vertical Drop Heroes - Halloween Theme"
"[Action, Adventure, Racing]","Open World, Action, Martial Arts, Singleplayer, Crime, Third Person, Adventure, Parkour, Story Rich, Racing, Atmospheric, Multiplayer, Gore, Sandbox, Shooter, Mature, Great Soundtrack, Third-Person Shooter, Remake, Co-op",Sleeping Dogs: Definitive Edition,307690,"[Action, Adventure, Racing] Open World, Action, Martial Arts, Singleplayer, Crime, Third Person, Adventure, Parkour, Story Rich, Racing, Atmospheric, Multiplayer, Gore, Sandbox, Shooter, Mature, Great Soundtrack, Third-Person Shooter, Remake, Co-op Sleeping Dogs: Definitive Edition"
[Sports],Sports,Summer Athletics,27200,[Sports] Sports Summer Athletics
"[Action, Indie, Early Access]","Early Access, Multiplayer, Survival, Underwater, Horror, Co-op, Gore, Action, Exploration, Indie, Singleplayer, FPS, First-Person, Open World, Blood",Shark Attack Deathmatch 2,330580,"[Action, Indie, Early Access] Early Access, Multiplayer, Survival, Underwater, Horror, Co-op, Gore, Action, Exploration, Indie, Singleplayer, FPS, First-Person, Open World, Blood Shark Attack Deathmatch 2"
[Simulation],Simulation,FSX: Steam Edition - Early Years of Flight Add-On,343950,[Simulation] Simulation FSX: Steam Edition - Early Years of Flight Add-On
"[Hidden Object, Female Protagonist, Puzzle]","Hidden Object, Female Protagonist, Puzzle",Nancy Drew® Dossier: Resorting to Danger!,42200,"[Hidden Object, Female Protagonist, Puzzle] Hidden Object, Female Protagonist, Puzzle Nancy Drew® Dossier: Resorting to Danger!"
"[RPG, Simulation, Strategy]","Strategy, Simulation, RPG",Tropico 5 - Joint Venture,306398,"[RPG, Simulation, Strategy] Strategy, Simulation, RPG Tropico 5 - Joint Venture"
"[Indie, Simulation]","Indie, Simulation",Tower!3D Pro - KPHX airport,767260,"[Indie, Simulation] Indie, Simulation Tower!3D Pro - KPHX airport"
"[Casual, Free to Play, Strategy]","Free to Play, Clicker, Casual, Strategy",Transport Defender,685310,"[Casual, Free to Play, Strategy] Free to Play, Clicker, Casual, Strategy Transport Defender"
[Simulation],Simulation,Pinball FX3 - Marvel's Women of Power,646663,[Simulation] Simulation Pinball FX3 - Marvel's Women of Power
"[Action, Adventure, Casual, VR]","Action, Adventure, Casual, VR",Western Bank VR,594410,"[Action, Adventure, Casual, VR] Action, Adventure, Casual, VR Western Bank VR"
[Movie],Movie,Bryan Callen: Never Grow Up,691460,[Movie] Movie Bryan Callen: Never Grow Up
[Simulation],Simulation,Cities in Motion: Soundtrack,310040,[Simulation] Simulation Cities in Motion: Soundtrack
"[Action, Casual, Simulation, Strategy]","Tower Defense, Strategy, Action, World War I, Casual, Simulation, Historical, Singleplayer",Toy Soldiers,98300,"[Action, Casual, Simulation, Strategy] Tower Defense, Strategy, Action, World War I, Casual, Simulation, Historical, Singleplayer Toy Soldiers"
[Simulation],Simulation,TS Marketplace: GWR Toplight Coaches Pack 02,448208,[Simulation] Simulation TS Marketplace: GWR Toplight Coaches Pack 02
"[Action, Adventure, Indie]","Indie, Action, Adventure, Platformer",Old Adventure,688450,"[Action, Adventure, Indie] Indie, Action, Adventure, Platformer Old Adventure"
"[Free to Play, Massively Multiplayer, RPG]","Free to Play, RPG, Massively Multiplayer",ArcheAge: Fresh Adventurer Pack,445320,"[Free to Play, Massively Multiplayer, RPG] Free to Play, RPG, Massively Multiplayer ArcheAge: Fresh Adventurer Pack"
"[Action, Simulation, Casual, VR]","Action, Simulation, Casual, VR",Pane In The Glass,411620,"[Action, Simulation, Casual, VR] Action, Simulation, Casual, VR Pane In The Glass"
[Adventure],"Adventure, Point & Click",Fenimore Fillmore: The Westerner,503650,"[Adventure] Adventure, Point & Click Fenimore Fillmore: The Westerner"
"[Action, Adventure, Indie, Early Access]","Early Access, Survival, Action, Multiplayer, Adventure, Indie, FPS, Shooter, Zombies, War, Co-op, First-Person, Singleplayer, PvP, Realistic, Open World",The Last One,601380,"[Action, Adventure, Indie, Early Access] Early Access, Survival, Action, Multiplayer, Adventure, Indie, FPS, Shooter, Zombies, War, Co-op, First-Person, Singleplayer, PvP, Realistic, Open World The Last One"
[Action],Action,Street Fighter X Tekken: Gems Assist 5,210097,[Action] Action Street Fighter X Tekken: Gems Assist 5
"[Action, Indie, RPG, Early Access]","Early Access, Indie, Action, RPG, Retro, Pixel Graphics, 2D, Difficult, Singleplayer, Co-op, Local Co-Op, Top-Down, Action RPG",Shotgun Legend,597230,"[Action, Indie, RPG, Early Access] Early Access, Indie, Action, RPG, Retro, Pixel Graphics, 2D, Difficult, Singleplayer, Co-op, Local Co-Op, Top-Down, Action RPG Shotgun Legend"
"[Indie, RPG]","Indie, RPG, Puzzle, Rogue-like, Pixel Graphics",Fidel Dungeon Rescue,573170,"[Indie, RPG] Indie, RPG, Puzzle, Rogue-like, Pixel Graphics Fidel Dungeon Rescue"
"[Animation &amp; Modeling, Design &amp; Illustration, Education, Software Training, Utilities, Video Production]","Video Production, Design & Illustration, Utilities, Software Training, Education, Animation & Modeling",Camtasia - Subscription,253050,"[Animation &amp; Modeling, Design &amp; Illustration, Education, Software Training, Utilities, Video Production] Video Production, Design & Illustration, Utilities, Software Training, Education, Animation & Modeling Camtasia - Subscription"
"[Action, Free to Play, Massively Multiplayer, RPG]","Free to Play, Massively Multiplayer, Action, RPG, MMORPG, Adventure, Anime",CABAL Online,253490,"[Action, Free to Play, Massively Multiplayer, RPG] Free to Play, Massively Multiplayer, Action, RPG, MMORPG, Adventure, Anime CABAL Online"
"[Indie, Documentary, Gaming, Episodic]","Indie, Documentary, Gaming, Episodic",Super Game Jam,288290,"[Indie, Documentary, Gaming, Episodic] Indie, Documentary, Gaming, Episodic Super Game Jam"
"[Casual, Sports, Action, VR]","Casual, Sports, Action, VR",Baskhead,495550,"[Casual, Sports, Action, VR] Casual, Sports, Action, VR Baskhead"
"[Indie, RPG, Strategy]","Strategy, RPG, Indie",Fantasy Grounds - U02 A Murder in Stoneholme (5E),645050,"[Indie, RPG, Strategy] Strategy, RPG, Indie Fantasy Grounds - U02 A Murder in Stoneholme (5E)"
"[Indie, Simulation]","Indie, Simulation",Aerofly FS 2 - Switzerland,500620,"[Indie, Simulation] Indie, Simulation Aerofly FS 2 - Switzerland"
"[Action, Casual, Indie]","Action, Indie, Casual, 4 Player Local, Local Co-Op, Local Multiplayer, Co-op, Multiplayer, Colorful, Adventure",BrambleLash,453220,"[Action, Casual, Indie] Action, Indie, Casual, 4 Player Local, Local Co-Op, Local Multiplayer, Co-op, Multiplayer, Colorful, Adventure BrambleLash"
[Racing],Racing,NASCAR Heat 2 - Free December Toyota Pack,766100,[Racing] Racing NASCAR Heat 2 - Free December Toyota Pack
"[Action, Adventure, Indie, Casual, VR]","Action, Adventure, Indie, Casual, VR",TimeLock VR,673450,"[Action, Adventure, Indie, Casual, VR] Action, Adventure, Indie, Casual, VR TimeLock VR"
"[Adventure, Casual, Indie]","Adventure, Indie, Casual",Dungeon Lurk II - Leona,322580,"[Adventure, Casual, Indie] Adventure, Indie, Casual Dungeon Lurk II - Leona"
"[Casual, Simulation]","Casual, Simulation",Donation Big,751702,"[Casual, Simulation] Casual, Simulation Donation Big"
"[Action, Adventure, Indie]","Action, Indie, Adventure",RWBY: Grimm Eclipse - Team JNPR Beacon Academy Costume Pack,580831,"[Action, Adventure, Indie] Action, Indie, Adventure RWBY: Grimm Eclipse - Team JNPR Beacon Academy Costume Pack"
[Indie],"Indie, Platformer",Doodle Jamboree,687360,"[Indie] Indie, Platformer Doodle Jamboree"
"[Action, Adventure, Indie, Strategy, Early Access]","Early Access, Adventure, Survival, Strategy, Indie, Action, Crafting, Open World, Underwater",Bermuda - Lost Survival,654690,"[Action, Adventure, Indie, Strategy, Early Access] Early Access, Adventure, Survival, Strategy, Indie, Action, Crafting, Open World, Underwater Bermuda - Lost Survival"
"[Casual, Simulation]","Casual, Simulation",Rocksmith® 2014 Edition – Remastered – Rob Zombie  - “Dragula”,509644,"[Casual, Simulation] Casual, Simulation Rocksmith® 2014 Edition – Remastered – Rob Zombie  - “Dragula”"
"[Adventure, Indie]","Adventure, Indie",Kona Original Soundtrack,612650,"[Adventure, Indie] Adventure, Indie Kona Original Soundtrack"
"[Casual, Free to Play, Massively Multiplayer, RPG]","Free to Play, RPG, Massively Multiplayer, Casual",MapleStory (Original Game Soundtrack) : Heroes of Maple,753700,"[Casual, Free to Play, Massively Multiplayer, RPG] Free to Play, RPG, Massively Multiplayer, Casual MapleStory (Original Game Soundtrack) : Heroes of Maple"
"[Action, Adventure]","Action, Adventure",Dead Rising 2 - Soldier of Fortune Pack,353052,"[Action, Adventure] Action, Adventure Dead Rising 2 - Soldier of Fortune Pack"
"[Action, Indie, Strategy]","Strategy, Action, Indie, War, RTS, Multiplayer, Medieval, Tactical, Military, Great Soundtrack, Robots, Wargame, Naval, Rome, Alternate History, Atmospheric, Difficult",Formata,580040,"[Action, Indie, Strategy] Strategy, Action, Indie, War, RTS, Multiplayer, Medieval, Tactical, Military, Great Soundtrack, Robots, Wargame, Naval, Rome, Alternate History, Atmospheric, Difficult Formata"
"[Action, Adventure, Indie]","Action, Adventure, Indie",Ghost 1.0 - Soundtrack,488750,"[Action, Adventure, Indie] Action, Adventure, Indie Ghost 1.0 - Soundtrack"
"[Free to Play, Indie, Massively Multiplayer, Strategy]","Free to Play, Strategy, Massively Multiplayer, Indie, Multiplayer, RTS, Fantasy",SAGA,376140,"[Free to Play, Indie, Massively Multiplayer, Strategy] Free to Play, Strategy, Massively Multiplayer, Indie, Multiplayer, RTS, Fantasy SAGA"
"[Free to Play, Indie, Strategy]","Free to Play, Strategy, Indie, Card Game, Level Editor",Heroes of Civilizations,676490,"[Free to Play, Indie, Strategy] Free to Play, Strategy, Indie, Card Game, Level Editor Heroes of Civilizations"
"[Action, Adventure]","Action, Adventure",Assassin’s Creed® III Season Pass,2028103,"[Action, Adventure] Action, Adventure Assassin’s Creed® III Season Pass"
"[RPG, Strategy]","Strategy, RPG, Turn-Based Strategy, 4X",Age of Wonders III - Eternal Lords Expansion,329530,"[RPG, Strategy] Strategy, RPG, Turn-Based Strategy, 4X Age of Wonders III - Eternal Lords Expansion"
[Strategy],"Strategy, Turn-Based, Turn-Based Strategy, Procedural Generation",Militia,421260,"[Strategy] Strategy, Turn-Based, Turn-Based Strategy, Procedural Generation Militia"
"[Indie, Strategy]","Strategy, Indie, Turn-Based",Exodus Wars: Fractured Empire,297270,"[Indie, Strategy] Strategy, Indie, Turn-Based Exodus Wars: Fractured Empire"
"[Action, Adventure, Indie]","Action, Indie, Adventure, Platformer",Amygdala,369060,"[Action, Adventure, Indie] Action, Indie, Adventure, Platformer Amygdala"
[Action],Action,Aliens: Colonial Marines - Bug Hunt DLC,219440,[Action] Action Aliens: Colonial Marines - Bug Hunt DLC
"[Casual, Simulation]","Casual, Simulation",Rocksmith® 2014 – Hotei - “Battle Without Honor or Humanity”,258354,"[Casual, Simulation] Casual, Simulation Rocksmith® 2014 – Hotei - “Battle Without Honor or Humanity”"
"[Action, Indie, Strategy]","Indie, Strategy, Action, Tower Defense, Real Time Tactics, Great Soundtrack, Pixel Graphics",Soulcaster: Part I & II,460970,"[Action, Indie, Strategy] Indie, Strategy, Action, Tower Defense, Real Time Tactics, Great Soundtrack, Pixel Graphics Soulcaster: Part I & II"
[Action],"Action, Ninja, 2D, Classic, Platformer, Singleplayer",Shinobi™ III: Return of the Ninja Master,34277,"[Action] Action, Ninja, 2D, Classic, Platformer, Singleplayer Shinobi™ III: Return of the Ninja Master"
"[Adventure, Indie]","Adventure, Point & Click, Indie, Puzzle, Funny, Comedy, Singleplayer, Story Rich",The Inner World,251430,"[Adventure, Indie] Adventure, Point & Click, Indie, Puzzle, Funny, Comedy, Singleplayer, Story Rich The Inner World"
"[Simulation, Strategy]","Strategy, Simulation",Tropico 4: Megalopolis DLC,205633,"[Simulation, Strategy] Strategy, Simulation Tropico 4: Megalopolis DLC"
"[Indie, Strategy]","Tower Defense, Strategy, Space, Indie, Sci-fi, Adventure, Singleplayer, Action",Space Run,275670,"[Indie, Strategy] Tower Defense, Strategy, Space, Indie, Sci-fi, Adventure, Singleplayer, Action Space Run"
